timestamp,region,service_type,usage_units,provisioned_capacity,cost_usd,availability_pct,is_holiday
10-01-2023,US_East,Compute,170.27,188.35,81.19,99.24,0
10-01-2023,US_East,Storage,90.22,111.71,19.72,99.64,0
10-01-2023,US_West,Compute,134.45,141.58,73.22,99.71,0
10-01-2023,US_West,Storage,88.84,110.41,19.15,99.48,0
10-01-2023,India_South,Compute,114.54,139.77,57.13,99.05,0
10-01-2023,India_South,Storage,77.84,96.31,16.42,99.13,0
11-01-2023,US_East,Compute,155.97,182.95,85.67,99.55,0
11-01-2023,US_East,Storage,102,125,21.65,99.16,0
11-01-2023,US_West,Compute,148.17,166.23,73.64,99.82,0
11-01-2023,US_West,Storage,89.67,109.7,19.49,99.65,0
11-01-2023,India_South,Compute,128.76,155.75,67.44,100,0
11-01-2023,India_South,Storage,85.61,105.12,17.13,99.7,0
12-01-2023,US_East,Compute,157.87,184.02,75.41,99.43,0
12-01-2023,US_East,Storage,125.05,138.47,25.98,98.94,0
12-01-2023,US_West,Compute,133.28,143.33,68.53,99.83,0
12-01-2023,US_West,Storage,77.77,91.35,14.98,99.7,0
12-01-2023,India_South,Compute,124.65,144.37,65.17,99.3,0
12-01-2023,India_South,Storage,56.18,67.92,11.13,99.56,0
13-01-2023,US_East,Compute,158.46,167.19,86.71,99.47,0
13-01-2023,US_East,Storage,107.44,121.6,20.97,99.76,0
13-01-2023,US_West,Compute,133.91,155.31,70.78,99.3,0
13-01-2023,US_West,Storage,72.72,90.24,15.43,99.78,0
13-01-2023,India_South,Compute,146.01,165.56,72.07,99.81,0
13-01-2023,India_South,Storage,89.46,94.19,17.31,99.29,0
14-01-2023,US_East,Compute,171.61,196.46,82.77,99.73,0
14-01-2023,US_East,Storage,70.46,76.42,14.3,99.19,0
14-01-2023,US_West,Compute,155.63,183.18,74.45,99.07,0
14-01-2023,US_West,Storage,100.14,115.22,21.6,99.07,0
14-01-2023,India_South,Compute,115.56,122.97,60.46,99.64,0
14-01-2023,India_South,Storage,77.85,96.39,16.14,99.38,0
15-01-2023,US_East,Compute,183.81,209.85,94.83,99.13,1
15-01-2023,US_East,Storage,101.84,126.5,22.11,99.68,1
15-01-2023,US_West,Compute,142.77,151.94,71.23,99.31,1
15-01-2023,US_West,Storage,80.23,86.14,16.92,99.75,1
15-01-2023,India_South,Compute,134.96,161.55,72.24,99.59,1
15-01-2023,India_South,Storage,69.23,83.08,14.83,99.33,1
16-01-2023,US_East,Compute,168.52,189.48,89.86,99.54,0
16-01-2023,US_East,Storage,109.3,133.53,22.17,99.44,0
16-01-2023,US_West,Compute,148.86,159.37,80.79,99.74,0
16-01-2023,US_West,Storage,99.58,110.94,21.6,99.51,0
16-01-2023,India_South,Compute,129.79,160.95,67.23,99.46,0
16-01-2023,India_South,Storage,69.69,77.26,13.93,100,0
17-01-2023,US_East,Compute,181.08,218.8,96.74,99.74,0
17-01-2023,US_East,Storage,104.19,110.59,21.51,99.23,0
17-01-2023,US_West,Compute,151,169.15,73.05,99.46,0
17-01-2023,US_West,Storage,91.05,106.86,17.58,99.33,0
17-01-2023,India_South,Compute,129.58,137.94,69.54,99.35,0
17-01-2023,India_South,Storage,73.52,78.44,16.15,99.57,0
18-01-2023,US_East,Compute,155.79,188.9,85.07,99.08,0
18-01-2023,US_East,Storage,97.6,117.65,20.18,99.44,0
18-01-2023,US_West,Compute,150.47,161.34,77.03,99.45,0
18-01-2023,US_West,Storage,87.13,92.47,16.87,99.41,0
18-01-2023,India_South,Compute,130.93,157.01,67.92,99.25,0
18-01-2023,India_South,Storage,77.5,85.8,16.74,99.62,0
19-01-2023,US_East,Compute,173.28,184.5,89.5,99.5,0
19-01-2023,US_East,Storage,105.5,124.05,22.25,99.65,0
19-01-2023,US_West,Compute,164.06,191.44,89.02,99.27,0
19-01-2023,US_West,Storage,109.61,121.17,21.44,99.26,0
19-01-2023,India_South,Compute,107.04,124.88,51.47,99.34,0
19-01-2023,India_South,Storage,82.36,91.57,17.66,100,0
20-01-2023,US_East,Compute,162.81,200.61,87.38,99.65,0
20-01-2023,US_East,Storage,92.52,114.4,19.98,100,0
20-01-2023,US_West,Compute,154.96,193.3,75.35,99.36,0
20-01-2023,US_West,Storage,70.97,88.28,15.28,99.91,0
20-01-2023,India_South,Compute,127.7,144.68,63.28,99.87,0
20-01-2023,India_South,Storage,79.34,95.51,17.32,99.51,0
21-01-2023,US_East,Compute,168.05,191.6,81.45,99.69,0
21-01-2023,US_East,Storage,107.39,117.67,22.57,99.65,0
21-01-2023,US_West,Compute,128.45,137.79,67.48,99.88,0
21-01-2023,US_West,Storage,104,120.02,22.42,99.53,0
21-01-2023,India_South,Compute,150.02,183.83,75.8,100,0
21-01-2023,India_South,Storage,86.09,102.52,16.91,99.91,0
22-01-2023,US_East,Compute,183.89,207.51,93.38,98.97,1
22-01-2023,US_East,Storage,103.95,119.84,22.2,99.72,1
22-01-2023,US_West,Compute,160.71,196.46,87.78,99.09,1
22-01-2023,US_West,Storage,71.84,82.03,15.76,99.48,1
22-01-2023,India_South,Compute,109.3,128.61,53.89,99.47,1
22-01-2023,India_South,Storage,83.65,90.88,16.76,99.22,1
23-01-2023,US_East,Compute,173.42,205.25,84.62,99.79,0
23-01-2023,US_East,Storage,101.8,110.5,19.61,99.26,0
23-01-2023,US_West,Compute,143.97,157.11,72.32,99.19,0
23-01-2023,US_West,Storage,108.9,115.2,23.3,99.51,0
23-01-2023,India_South,Compute,123.54,151.3,67.21,99.56,0
23-01-2023,India_South,Storage,79.21,95.94,16.83,99.43,0
24-01-2023,US_East,Compute,169.48,190.52,86.66,99.33,0
24-01-2023,US_East,Storage,92.41,105.58,19.63,99.91,0
24-01-2023,US_West,Compute,151.42,174.49,77.97,99.59,0
24-01-2023,US_West,Storage,88.36,102.19,17.43,99.21,0
24-01-2023,India_South,Compute,123.53,130.2,61.66,99.07,0
24-01-2023,India_South,Storage,74.21,79.69,16.08,99.18,0
25-01-2023,US_East,Compute,192.4,232.38,98.58,99.76,0
25-01-2023,US_East,Storage,108.79,127,23.1,99.24,0
25-01-2023,US_West,Compute,135.9,150.41,68.25,99.44,0
25-01-2023,US_West,Storage,99.27,111.31,21.8,100,0
25-01-2023,India_South,Compute,117.66,125.94,57.24,99.67,0
25-01-2023,India_South,Storage,74.5,81.01,14.79,99.35,0
26-01-2023,US_East,Compute,176.74,200.08,96.97,99.25,0
26-01-2023,US_East,Storage,106.07,131.95,22.91,99.23,0
26-01-2023,US_West,Compute,141.11,152.99,74.1,99.73,0
26-01-2023,US_West,Storage,91.38,106.4,18.13,99.73,0
26-01-2023,India_South,Compute,125.56,139.97,63.65,99.67,0
26-01-2023,India_South,Storage,65.07,69.82,13.56,99.51,0
27-01-2023,US_East,Compute,183.36,198.19,93.71,99,0
27-01-2023,US_East,Storage,102.39,114.4,19.87,99.51,0
27-01-2023,US_West,Compute,157.54,173.44,82.89,99.33,0
27-01-2023,US_West,Storage,96.06,109.92,19.44,99.93,0
27-01-2023,India_South,Compute,138.5,168.44,75.81,99.44,0
27-01-2023,India_South,Storage,85.39,105.69,16.69,99.32,0
28-01-2023,US_East,Compute,178.56,208,96.09,99.45,0
28-01-2023,US_East,Storage,112.73,122.91,21.97,99.38,0
28-01-2023,US_West,Compute,152.02,179.85,78.17,99.37,0
28-01-2023,US_West,Storage,99.84,112.66,21.41,99.4,0
28-01-2023,India_South,Compute,112.89,128.98,56.17,99.2,0
28-01-2023,India_South,Storage,82.2,90.12,17.84,100,0
29-01-2023,US_East,Compute,186.7,229.88,97.42,98.84,1
29-01-2023,US_East,Storage,95,102.4,20.31,99.84,1
29-01-2023,US_West,Compute,155,190.46,82.79,100,1
29-01-2023,US_West,Storage,86.9,95.56,18.45,99.25,1
29-01-2023,India_South,Compute,134.52,161.76,72.74,99.36,1
29-01-2023,India_South,Storage,92.72,99.4,19.97,99.35,1
30-01-2023,US_East,Compute,176.41,213.36,85.78,99.21,0
30-01-2023,US_East,Storage,117.79,140.64,24.65,99.22,0
30-01-2023,US_West,Compute,153.39,168.79,76.84,100,0
30-01-2023,US_West,Storage,74.06,84.61,16.18,99.95,0
30-01-2023,India_South,Compute,137.13,157.86,71.43,99.16,0
30-01-2023,India_South,Storage,83.76,99.62,18.23,99.72,0
31-01-2023,US_East,Compute,171.9,200.31,89.48,99.64,0
31-01-2023,US_East,Storage,126.58,156.57,27.57,99.35,0
31-01-2023,US_West,Compute,139.94,174.5,75.28,99.46,0
31-01-2023,US_West,Storage,92.77,108.37,18.74,99.83,0
31-01-2023,India_South,Compute,133.27,161.34,63.35,99.37,0
31-01-2023,India_South,Storage,72.87,84.34,15.86,99,0
01-02-2023,US_East,Compute,167.6,200.7,85.29,99.11,0
01-02-2023,US_East,Storage,108.48,116.96,21.18,99.05,0
01-02-2023,US_West,Compute,123.44,152.2,61.99,99.48,0
01-02-2023,US_West,Storage,111.05,116.89,23.31,99.84,0
01-02-2023,India_South,Compute,132.68,141.58,72.94,99.17,0
01-02-2023,India_South,Storage,109.04,115.95,23.17,99.52,0
02-02-2023,US_East,Compute,183.16,199.83,89.62,99.46,0
02-02-2023,US_East,Storage,111.17,129.28,21.34,99.34,0
02-02-2023,US_West,Compute,148.43,171.42,75.41,99.95,0
02-02-2023,US_West,Storage,105.37,113.91,20.6,98.88,0
02-02-2023,India_South,Compute,121.81,143.59,61.59,99.27,0
02-02-2023,India_South,Storage,92.98,98.13,18.28,99.88,0
03-02-2023,US_East,Compute,189.07,199.27,91.28,99.16,0
03-02-2023,US_East,Storage,106.66,125.92,21.03,99.65,0
03-02-2023,US_West,Compute,149.14,178.14,80.41,99.39,0
03-02-2023,US_West,Storage,89.65,106.11,17.58,99.85,0
03-02-2023,India_South,Compute,142.32,149.81,68.52,99.41,0
03-02-2023,India_South,Storage,87.19,98.9,18.9,99.12,0
04-02-2023,US_East,Compute,177.29,195.36,89.26,99.81,0
04-02-2023,US_East,Storage,96.75,113.67,19.57,99.68,0
04-02-2023,US_West,Compute,131.28,145.58,71.7,100,0
04-02-2023,US_West,Storage,88.15,107.87,18.04,99.62,0
04-02-2023,India_South,Compute,138.03,156.67,65.8,99.55,0
04-02-2023,India_South,Storage,87.32,102.75,17.27,98.99,0
05-02-2023,US_East,Compute,184.89,230.54,95.11,99.44,1
05-02-2023,US_East,Storage,107.33,113.09,23.34,99.27,1
05-02-2023,US_West,Compute,154.61,170.81,79.87,99.21,1
05-02-2023,US_West,Storage,104.23,113.75,19.84,99.64,1
05-02-2023,India_South,Compute,139.95,163.75,73.45,99.79,1
05-02-2023,India_South,Storage,66.14,76.31,12.66,99.12,1
06-02-2023,US_East,Compute,189.01,201.59,98.33,99.28,0
06-02-2023,US_East,Storage,107.01,118.54,21.47,99.08,0
06-02-2023,US_West,Compute,143.44,166.86,73.25,99.82,0
06-02-2023,US_West,Storage,99.21,118.7,19.49,99.56,0
06-02-2023,India_South,Compute,132.12,151.84,68.67,99.54,0
06-02-2023,India_South,Storage,96.34,103.21,18.52,99.29,0
07-02-2023,US_East,Compute,184.13,218.68,93.46,100,0
07-02-2023,US_East,Storage,120.6,145.91,25.43,99.33,0
07-02-2023,US_West,Compute,159.95,179.49,77.07,99.03,0
07-02-2023,US_West,Storage,93.86,102.03,19.36,99.69,0
07-02-2023,India_South,Compute,142.16,172.2,74.55,99.68,0
07-02-2023,India_South,Storage,93.48,102.82,19.13,99.64,0
08-02-2023,US_East,Compute,189.41,205.72,98.04,99.56,0
08-02-2023,US_East,Storage,103.1,127.32,22.59,99.82,0
08-02-2023,US_West,Compute,153.86,188.08,82.83,99.7,0
08-02-2023,US_West,Storage,104.31,110.3,21.69,99.35,0
08-02-2023,India_South,Compute,134.49,143.28,70.91,99.41,0
08-02-2023,India_South,Storage,97.99,104.17,19.55,99.23,0
09-02-2023,US_East,Compute,200.21,222.98,104.5,99.56,0
09-02-2023,US_East,Storage,116.97,128.27,22.31,99.77,0
09-02-2023,US_West,Compute,155.6,192.61,83.23,99.82,0
09-02-2023,US_West,Storage,90.08,103.23,18.81,99.92,0
09-02-2023,India_South,Compute,134.85,152.95,71.51,99.94,0
09-02-2023,India_South,Storage,81.52,91.38,16.19,99.42,0
10-02-2023,US_East,Compute,176.31,186.61,83.99,99.27,0
10-02-2023,US_East,Storage,114.33,128.84,24.05,99.57,0
10-02-2023,US_West,Compute,165.14,204.6,84.23,99.44,0
10-02-2023,US_West,Storage,84.34,105.28,16.61,99.61,0
10-02-2023,India_South,Compute,141.43,165.69,72.62,99.65,0
10-02-2023,India_South,Storage,79.63,87.13,15.58,99.34,0
11-02-2023,US_East,Compute,180.59,191.71,98.91,99.86,0
11-02-2023,US_East,Storage,129.26,153.72,25.16,99.33,0
11-02-2023,US_West,Compute,150.28,164.52,77.44,99.69,0
11-02-2023,US_West,Storage,111.35,118.96,24.09,100,0
11-02-2023,India_South,Compute,134.1,164.64,73.31,99.38,0
11-02-2023,India_South,Storage,89.15,105.29,18.41,99.6,0
12-02-2023,US_East,Compute,185.79,208.93,91.87,99.26,1
12-02-2023,US_East,Storage,115.09,122.71,22.63,100,1
12-02-2023,US_West,Compute,151.13,184.41,77.4,99.57,1
12-02-2023,US_West,Storage,121.46,147.56,24.34,99.34,1
12-02-2023,India_South,Compute,147.49,162.74,79.78,100,1
12-02-2023,India_South,Storage,92.47,112.83,19.98,99.83,1
13-02-2023,US_East,Compute,196.36,233.57,103.29,99.65,0
13-02-2023,US_East,Storage,129.61,140.2,28.05,99.69,0
13-02-2023,US_West,Compute,155.12,173.28,82.33,99.54,0
13-02-2023,US_West,Storage,100.18,121.86,20.56,99.38,0
13-02-2023,India_South,Compute,143.03,168.25,70.72,99.51,0
13-02-2023,India_South,Storage,93.3,112.51,18.03,100,0
14-02-2023,US_East,Compute,191.23,237.62,95.74,99.97,0
14-02-2023,US_East,Storage,122.22,130.84,26.66,99.56,0
14-02-2023,US_West,Compute,152.81,169.65,80.7,99.56,0
14-02-2023,US_West,Storage,98.12,109.81,20.47,99.29,0
14-02-2023,India_South,Compute,135.96,163.38,64.83,99.61,0
14-02-2023,India_South,Storage,102.76,121.95,20.9,99.48,0
15-02-2023,US_East,Compute,174.83,189.29,93.46,98.84,0
15-02-2023,US_East,Storage,106.28,113.35,22.36,99.71,0
15-02-2023,US_West,Compute,144.95,179.76,70.49,99.76,0
15-02-2023,US_West,Storage,103.58,117.46,21.66,99.47,0
15-02-2023,India_South,Compute,126.72,158,64.08,99.29,0
15-02-2023,India_South,Storage,84.96,92.83,16.22,99.61,0
16-02-2023,US_East,Compute,177.35,216.88,90.54,99.93,0
16-02-2023,US_East,Storage,120.27,144.83,25.9,99.64,0
16-02-2023,US_West,Compute,164.65,177.2,78.61,99.9,0
16-02-2023,US_West,Storage,99.33,120.12,20.31,99.71,0
16-02-2023,India_South,Compute,135.64,147.86,69.43,100,0
16-02-2023,India_South,Storage,88.91,98.14,19.02,99.3,0
17-02-2023,US_East,Compute,185.96,195.69,89.34,98.93,0
17-02-2023,US_East,Storage,112.66,131.81,22.39,98.77,0
17-02-2023,US_West,Compute,166.54,200.84,79.6,99.63,0
17-02-2023,US_West,Storage,87.98,96.64,19.32,99.49,0
17-02-2023,India_South,Compute,142.78,167.57,75.34,99.15,0
17-02-2023,India_South,Storage,85.68,95.55,17.61,99.51,0
18-02-2023,US_East,Compute,188.49,199.16,90.64,99.3,0
18-02-2023,US_East,Storage,107.5,125.07,22.65,99.42,0
18-02-2023,US_West,Compute,153.42,166.23,74.08,99.67,0
18-02-2023,US_West,Storage,111.92,118.22,24.41,99.78,0
18-02-2023,India_South,Compute,143.82,171.4,77.71,99.31,0
18-02-2023,India_South,Storage,97.09,108.53,20.82,99.69,0
19-02-2023,US_East,Compute,204.66,233.41,107.09,99.56,1
19-02-2023,US_East,Storage,135.2,144.17,25.93,99.56,1
19-02-2023,US_West,Compute,153.06,187.4,75.22,99.35,1
19-02-2023,US_West,Storage,103.43,122.22,21.2,99.33,1
19-02-2023,India_South,Compute,160.89,176.29,88.45,99.63,1
19-02-2023,India_South,Storage,88.76,96.74,18.68,99.54,1
20-02-2023,US_East,Compute,189.43,231.8,100.31,99,0
20-02-2023,US_East,Storage,113.33,126.83,22.79,99.97,0
20-02-2023,US_West,Compute,162.25,184.6,85.9,99.81,0
20-02-2023,US_West,Storage,109.25,134.4,22.14,99.49,0
20-02-2023,India_South,Compute,150.53,185.52,73.88,99.03,0
20-02-2023,India_South,Storage,103.38,123.71,20.05,99.91,0
21-02-2023,US_East,Compute,197.46,214.43,97.31,99.58,0
21-02-2023,US_East,Storage,118.22,129.97,25.55,99.85,0
21-02-2023,US_West,Compute,168.15,188.64,87.35,98.65,0
21-02-2023,US_West,Storage,95.1,118.3,18.81,99.16,0
21-02-2023,India_South,Compute,131.44,158.35,63.72,99.85,0
21-02-2023,India_South,Storage,88.39,96.98,16.99,99.64,0
22-02-2023,US_East,Compute,193.78,216.53,104.09,99.12,0
22-02-2023,US_East,Storage,103.21,121.11,21.8,99.37,0
22-02-2023,US_West,Compute,157.36,166.38,83.44,99.4,0
22-02-2023,US_West,Storage,95.77,116.72,20.51,100,0
22-02-2023,India_South,Compute,155.07,169.2,74.96,99.57,0
22-02-2023,India_South,Storage,88.37,102.17,19.27,99.49,0
23-02-2023,US_East,Compute,200.83,223.57,103.03,99.48,0
23-02-2023,US_East,Storage,128.24,146.32,26.35,99.6,0
23-02-2023,US_West,Compute,182.14,196.33,86.92,99.46,0
23-02-2023,US_West,Storage,110.31,120.28,23.19,99.19,0
23-02-2023,India_South,Compute,138.89,169.95,67.82,100,0
23-02-2023,India_South,Storage,98.01,121.43,20.63,99.65,0
24-02-2023,US_East,Compute,218.01,266.8,112.89,99.48,0
24-02-2023,US_East,Storage,130.43,142.57,27.36,99.86,0
24-02-2023,US_West,Compute,177.98,190.68,93.32,99.16,0
24-02-2023,US_West,Storage,98.84,120.99,21.1,99.6,0
24-02-2023,India_South,Compute,161.62,198.1,81.67,99.64,0
24-02-2023,India_South,Storage,101.42,122.88,21.59,99.13,0
25-02-2023,US_East,Compute,191.47,232.36,92.67,99.91,0
25-02-2023,US_East,Storage,117.93,131.48,23.7,99.5,0
25-02-2023,US_West,Compute,177.98,200.71,90.53,99.25,0
25-02-2023,US_West,Storage,93.33,102.23,17.94,99.1,0
25-02-2023,India_South,Compute,162.25,190.47,82.71,99.8,0
25-02-2023,India_South,Storage,99.56,114.88,20.35,99.4,0
26-02-2023,US_East,Compute,181,211.06,93.22,99.01,1
26-02-2023,US_East,Storage,133.78,162.22,28.3,99.67,1
26-02-2023,US_West,Compute,170,186.78,92.57,99.58,1
26-02-2023,US_West,Storage,92.41,106.01,18.27,99.42,1
26-02-2023,India_South,Compute,136.29,164.99,70.25,99.17,1
26-02-2023,India_South,Storage,99.14,118.29,19.65,99.03,1
27-02-2023,US_East,Compute,185.52,201.51,97.6,99.43,0
27-02-2023,US_East,Storage,121.26,144.52,23.43,99.1,0
27-02-2023,US_West,Compute,146.85,182.48,75.08,99.63,0
27-02-2023,US_West,Storage,102.41,108.42,21.4,99.91,0
27-02-2023,India_South,Compute,147.73,179.32,79.97,99.66,0
27-02-2023,India_South,Storage,83.14,97.45,16.82,99.3,0
28-02-2023,US_East,Compute,183.33,221.12,90.86,99.29,0
28-02-2023,US_East,Storage,117.53,139.09,22.67,99.87,0
28-02-2023,US_West,Compute,154.79,180.69,75.48,100,0
28-02-2023,US_West,Storage,106.73,116.7,20.59,99.62,0
28-02-2023,India_South,Compute,147.27,172.51,75.99,99.46,0
28-02-2023,India_South,Storage,84.78,99.1,17.37,99.09,0
01-03-2023,US_East,Compute,188.15,213.67,99.5,99.99,0
01-03-2023,US_East,Storage,126.42,139.68,24.32,99.99,0
01-03-2023,US_West,Compute,157.67,172.71,79.09,99.2,0
01-03-2023,US_West,Storage,100.95,107.36,21.6,99.27,0
01-03-2023,India_South,Compute,149.48,183.27,78.3,99.03,0
01-03-2023,India_South,Storage,70.61,78.85,14.83,99.61,0
02-03-2023,US_East,Compute,213.32,243.84,102.29,99.63,0
02-03-2023,US_East,Storage,126.57,137.33,26.67,99.52,0
02-03-2023,US_West,Compute,165.52,177,84.22,99.08,0
02-03-2023,US_West,Storage,93.46,110.57,19.99,99.87,0
02-03-2023,India_South,Compute,136.52,170.45,74.34,99.41,0
02-03-2023,India_South,Storage,102.87,118.73,21.47,99.54,0
03-03-2023,US_East,Compute,198.91,213.94,106.81,99.41,0
03-03-2023,US_East,Storage,128.31,135.65,25.55,99.79,0
03-03-2023,US_West,Compute,156.3,166.85,85.23,99.1,0
03-03-2023,US_West,Storage,82.66,93.36,16.81,99.65,0
03-03-2023,India_South,Compute,151.63,187.09,77.68,100,0
03-03-2023,India_South,Storage,91.74,103.31,19.85,99.47,0
04-03-2023,US_East,Compute,200.05,241.66,99.59,99.6,0
04-03-2023,US_East,Storage,119.71,129.85,25.24,99.27,0
04-03-2023,US_West,Compute,164.76,194.12,88.42,99.5,0
04-03-2023,US_West,Storage,100.97,118.26,21.5,99.75,0
04-03-2023,India_South,Compute,148.13,167.35,71.99,99.11,0
04-03-2023,India_South,Storage,85,89.69,16.49,99.44,0
05-03-2023,US_East,Compute,198.31,246.53,100.63,99.66,1
05-03-2023,US_East,Storage,122.33,139.2,23.63,98.91,1
05-03-2023,US_West,Compute,152.69,179.25,79.97,99.68,1
05-03-2023,US_West,Storage,99.27,105.39,21.82,99.95,1
05-03-2023,India_South,Compute,149.8,186.76,73.84,99.4,1
05-03-2023,India_South,Storage,85.13,101.17,16.33,99.41,1
06-03-2023,US_East,Compute,199.71,242.21,104.08,99.5,0
06-03-2023,US_East,Storage,131.4,151.83,26.65,99.05,0
06-03-2023,US_West,Compute,151.42,170.12,76.63,99.43,0
06-03-2023,US_West,Storage,107.01,128.82,20.37,99.73,0
06-03-2023,India_South,Compute,142.81,150.5,70.62,98.72,0
06-03-2023,India_South,Storage,85.97,99.47,16.89,99.62,0
07-03-2023,US_East,Compute,198.3,212.56,102.34,99.67,0
07-03-2023,US_East,Storage,134.09,143.42,27.44,99.45,0
07-03-2023,US_West,Compute,160.94,192.72,82.19,99.23,0
07-03-2023,US_West,Storage,88.05,100.54,18.8,99.02,0
07-03-2023,India_South,Compute,142.15,168.82,72.18,99.81,0
07-03-2023,India_South,Storage,98.37,104.05,21.35,99.35,0
08-03-2023,US_East,Compute,220.35,260.43,119.46,99.32,0
08-03-2023,US_East,Storage,135.34,143.92,27.82,99.97,0
08-03-2023,US_West,Compute,170.25,196.2,89.55,99.3,0
08-03-2023,US_West,Storage,98.29,104.6,18.71,99.56,0
08-03-2023,India_South,Compute,135.61,151.88,72.3,99.21,0
08-03-2023,India_South,Storage,81.28,88.17,15.68,99.66,0
09-03-2023,US_East,Compute,210.96,232.69,100.54,99.72,0
09-03-2023,US_East,Storage,132.48,155.66,26.69,99.27,0
09-03-2023,US_West,Compute,162.69,190.84,86.73,99.42,0
09-03-2023,US_West,Storage,106.66,112.89,23.36,100,0
09-03-2023,India_South,Compute,142.89,178.04,74.32,99.78,0
09-03-2023,India_South,Storage,107.18,129.94,22.47,99.65,0
10-03-2023,US_East,Compute,195.76,241.88,96.28,99.25,0
10-03-2023,US_East,Storage,112.27,127.74,23.39,98.91,0
10-03-2023,US_West,Compute,163.96,201.24,85.82,99.42,0
10-03-2023,US_West,Storage,110.87,135.51,23.88,99.33,0
10-03-2023,India_South,Compute,147.89,177.61,75.35,99.58,0
10-03-2023,India_South,Storage,96.94,116.85,20.33,99.72,0
11-03-2023,US_East,Compute,201.51,251.27,109.89,99.11,0
11-03-2023,US_East,Storage,126.89,153.99,24.92,99.3,0
11-03-2023,US_West,Compute,178.8,213.95,92.2,99.51,0
11-03-2023,US_West,Storage,104.82,116.3,21.69,100,0
11-03-2023,India_South,Compute,157.31,185.2,83.7,99.61,0
11-03-2023,India_South,Storage,90.79,95.5,17.92,99.13,0
12-03-2023,US_East,Compute,197.9,239.46,97.03,99.24,1
12-03-2023,US_East,Storage,139.77,163.97,27.34,99.62,1
12-03-2023,US_West,Compute,178.62,207.35,84.91,99.32,1
12-03-2023,US_West,Storage,94.71,117.59,19.04,99.69,1
